# GT/MT combo	# dups	# losses	Total score	Maps
GT-3703 to MT-0	11	29	40	(MOCCI-34638-001f7e_MOCCI[MOCCI+-0],((TURTI-32264-003919_TURTI[TURTI+-0],TURTI-32264-001c27_TURTI[TURTI+-0])<1>[TURTI+-1],(ISCAP-6945-000232_ISCAP[ISCAP+-0],((CSCUL-CSCUL-000e36_CSCUL[CSCUL+-0],((PTEPI-PTEPI-002e1d_PTEPI[PTEPI+-0],LHESP-LHESP-00025b_LHESP[LHESP+-0])<2>[<1>+-0],(SMIMO-407821-005867_SMIMO[SMIMO+-0],(LHESP-LHESP-00025a_LHESP[LHESP+-0],((SMIMO-407821-005864_SMIMO[SMIMO+-0],(LHESP-LHESP-000259_LHESP[LHESP+-0],(CSCUL-CSCUL-000e37_CSCUL[CSCUL+-0],CSCUL-CSCUL-000e38_CSCUL[CSCUL+-0])<3>[CSCUL+-1])<4>[<4>+-0])<5>[<4>+-1],PTEPI-PTEPI-002e1c_PTEPI[PTEPI+-0])<6>[<4>+-1])<7>[<4>+-1])<8>[<4>+-1])<9>[<4>+-1])<10>[<4>+-1],CSCUL-CSCUL-000e35_CSCUL[CSCUL+-0])<11>[<4>+-1])<12>[<7>+-0])<13>[<7>+-1])<14>[<7>+-1]
GT-3704 to MT-0	2	8	10	((TURTI-32264-00405c_TURTI[TURTI+-0],MOCCI-34638-003933_MOCCI[MOCCI+-0])<1>[<6>+-0],(((PTEPI-PTEPI-0045f5_PTEPI[PTEPI+-0],LHESP-LHESP-000eed_LHESP[LHESP+-0])<2>[<1>+-0],SMIMO-407821-005646_SMIMO[SMIMO+-0])<3>[<2>+-0],(ISCAP-6945-004870_ISCAP[ISCAP+-0],CSCUL-CSCUL-003047_CSCUL[CSCUL+-0])<4>[<7>+-0])<5>[<7>+-1])<6>[<7>+-1]
GT-3705 to MT-0	4	14	18	(ISCAP-6945-0041c1_ISCAP[ISCAP+-0],((TURTI-32264-001ca5_TURTI[TURTI+-0],(LHESP-LHESP-001c8f_LHESP[LHESP+-0],PTEPI-PTEPI-001834_PTEPI[PTEPI+-0])<1>[<1>+-0])<2>[<7>+-0],(((PTEPI-PTEPI-004e44_PTEPI[PTEPI+-0],(PTEPI-PTEPI-0021e7_PTEPI[PTEPI+-0],SMIMO-407821-003a69_SMIMO[SMIMO+-0])<3>[<2>+-0])<4>[<2>+-1],LRECL-LRECL-0018b5_LRECL[LRECL+-0])<5>[<3>+-0],(CSCUL-CSCUL-00569d_CSCUL[CSCUL+-0],SMIMO-407821-005023_SMIMO[SMIMO+-0])<6>[<4>+-0])<7>[<4>+-1])<8>[<7>+-1])<9>[<7>+-1]
GT-3706 to MT-0	11	18	29	(CSCUL-CSCUL-0030da_CSCUL[CSCUL+-0],((((LRECL-LRECL-004034_LRECL[LRECL+-0],(SMIMO-407821-002e91_SMIMO[SMIMO+-0],((LHESP-LHESP-003cf1_LHESP[LHESP+-0],(PTEPI-PTEPI-004e03_PTEPI[PTEPI+-0],PTEPI-PTEPI-00132a_PTEPI[PTEPI+-0])<1>[PTEPI+-1])<2>[<1>+-0],(((PTEPI-PTEPI-006ec2_PTEPI[PTEPI+-0],LRECL-LRECL-004d26_LRECL[LRECL+-0])<3>[<3>+-0],SMIMO-407821-003a34_SMIMO[SMIMO+-0])<4>[<3>+-1],LHESP-LHESP-002c60_LHESP[LHESP+-0])<5>[<3>+-1])<6>[<3>+-1])<7>[<3>+-1])<8>[<3>+-1],CSCUL-CSCUL-0030d7_CSCUL[CSCUL+-0])<9>[<4>+-0],CSCUL-CSCUL-0030d8_CSCUL[CSCUL+-0])<10>[<4>+-1],(ISCAP-6945-004435_ISCAP[ISCAP+-0],(MOCCI-34638-003327_MOCCI[MOCCI+-0],(TURTI-32264-003223_TURTI[TURTI+-0],(TURTI-32264-00323a_TURTI[TURTI+-0],TURTI-32264-003164_TURTI[TURTI+-0])<11>[TURTI+-1])<12>[TURTI+-1])<13>[<6>+-0])<14>[<6>+-1])<15>[<7>+-0])<16>[<7>+-1]
GT-3707 to MT-0	1	3	4	((CSCUL-CSCUL-005c0a_CSCUL[CSCUL+-0],CSCUL-CSCUL-0010ec_CSCUL[CSCUL+-0])<1>[CSCUL+-1],SMIMO-407821-003df6_SMIMO[SMIMO+-0])<2>[<4>+-0]
GT-3708 to MT-0	4	12	16	(CSCUL-CSCUL-005929_CSCUL[CSCUL+-0],(((CSCUL-CSCUL-007540_CSCUL[CSCUL+-0],TURTI-32264-0040c4_TURTI[TURTI+-0])<1>[<7>+-0],(LHESP-LHESP-000e26_LHESP[LHESP+-0],(SMIMO-407821-003128_SMIMO[SMIMO+-0],PTEPI-PTEPI-002e71_PTEPI[PTEPI+-0])<2>[<2>+-0])<3>[<2>+-1])<4>[<7>+-1],(MOCCI-34638-00314a_MOCCI[MOCCI+-0],ISCAP-6945-002401_ISCAP[ISCAP+-0])<5>[<5>+-0])<6>[<7>+-1])<7>[<7>+-1]
GT-3709 to MT-0	1	3	4	(ISCAP-6945-000ca5_ISCAP[ISCAP+-0],(ISCAP-6945-002252_ISCAP[ISCAP+-0],MOCCI-34638-0027d9_MOCCI[MOCCI+-0])<1>[<5>+-0])<2>[<5>+-1]
GT-3711 to MT-0	5	14	19	((MOCCI-34638-000fe8_MOCCI[MOCCI+-0],(((CSCUL-CSCUL-004268_CSCUL[CSCUL+-0],(LRECL-LRECL-000fd3_LRECL[LRECL+-0],(LRECL-LRECL-001bcb_LRECL[LRECL+-0],PTEPI-PTEPI-004778_PTEPI[PTEPI+-0])<1>[<3>+-0])<2>[<3>+-1])<3>[<4>+-0],((PTEPI-PTEPI-005a74_PTEPI[PTEPI+-0],LHESP-LHESP-001d5d_LHESP[LHESP+-0])<4>[<1>+-0],SMIMO-407821-0021d8_SMIMO[SMIMO+-0])<5>[<2>+-0])<6>[<4>+-1],(CSCUL-CSCUL-00034a_CSCUL[CSCUL+-0],ISCAP-6945-002c28_ISCAP[ISCAP+-0])<7>[<7>+-0])<8>[<7>+-1])<9>[<7>+-1],(TURTI-32264-001a7b_TURTI[TURTI+-0],CSCUL-CSCUL-003f80_CSCUL[CSCUL+-0])<10>[<7>+-0])<11>[<7>+-1]
GT-3712 to MT-0	2	4	6	((CSCUL-CSCUL-00735b_CSCUL[CSCUL+-0],(SMIMO-407821-000376_SMIMO[SMIMO+-0],(PTEPI-PTEPI-0032da_PTEPI[PTEPI+-0],LHESP-LHESP-002795_LHESP[LHESP+-0])<1>[<1>+-0])<2>[<2>+-0])<3>[<4>+-0],(LRECL-LRECL-001386_LRECL[LRECL+-0],LRECL-LRECL-0025ed_LRECL[LRECL+-0])<4>[LRECL+-1])<5>[<4>+-1]
GT-3713 to MT-0	4	15	19	(ISCAP-6945-0001fa_ISCAP[ISCAP+-0],((PTEPI-PTEPI-000e20_PTEPI[PTEPI+-0],LRECL-LRECL-001083_LRECL[LRECL+-0])<1>[<3>+-0],(TURTI-32264-003d18_TURTI[TURTI+-0],(MOCCI-34638-0031e8_MOCCI[MOCCI+-0],(ISCAP-6945-004e13_ISCAP[ISCAP+-0],CSCUL-CSCUL-00537c_CSCUL[CSCUL+-0])<2>[<7>+-0])<3>[<7>+-1])<4>[<7>+-1])<5>[<7>+-1])<6>[<7>+-1]
GT-3714 to MT-0	5	17	22	((CSCUL-CSCUL-001a72_CSCUL[CSCUL+-0],(ISCAP-6945-00321d_ISCAP[ISCAP+-0],(PTEPI-PTEPI-000254_PTEPI[PTEPI+-0],(LHESP-LHESP-003432_LHESP[LHESP+-0],SMIMO-407821-003fe0_SMIMO[SMIMO+-0])<1>[<2>+-0])<2>[<2>+-1])<3>[<7>+-0])<4>[<7>+-1],(CSCUL-CSCUL-001a71_CSCUL[CSCUL+-0],(TURTI-32264-0023ec_TURTI[TURTI+-0],(LRECL-LRECL-000c2a_LRECL[LRECL+-0],MOCCI-34638-003cfa_MOCCI[MOCCI+-0])<5>[<7>+-0])<6>[<7>+-1])<7>[<7>+-1])<8>[<7>+-1]
GT-3716 to MT-0	7	6	13	((ISCAP-6945-002324_ISCAP[ISCAP+-0],MOCCI-34638-000822_MOCCI[MOCCI+-0])<1>[<5>+-0],((TURTI-32264-002adc_TURTI[TURTI+-0],(TURTI-32264-002ad7_TURTI[TURTI+-0],TURTI-32264-0046ce_TURTI[TURTI+-0])<2>[TURTI+-1])<3>[TURTI+-1],(CSCUL-CSCUL-0047c5_CSCUL[CSCUL+-0],((CSCUL-CSCUL-007346_CSCUL[CSCUL+-0],CSCUL-CSCUL-0072e8_CSCUL[CSCUL+-0])<4>[CSCUL+-1],(((((LHESP-LHESP-0020a6_LHESP[LHESP+-0],PTEPI-PTEPI-002c40_PTEPI[PTEPI+-0])<5>[<1>+-0],SMIMO-407821-0050e4_SMIMO[SMIMO+-0])<6>[<2>+-0],SMIMO-407821-0053c1_SMIMO[SMIMO+-0])<7>[<2>+-1],LRECL-LRECL-003a51_LRECL[LRECL+-0])<8>[<3>+-0],LRECL-LRECL-003a52_LRECL[LRECL+-0])<9>[<3>+-1])<10>[<4>+-0])<11>[<4>+-1])<12>[<7>+-0])<13>[<7>+-1]
GT-3717 to MT-0	4	12	16	((TURTI-32264-004378_TURTI[TURTI+-0],(MOCCI-34638-003990_MOCCI[MOCCI+-0],ISCAP-6945-00418e_ISCAP[ISCAP+-0])<1>[<5>+-0])<2>[<6>+-0],((PTEPI-PTEPI-000f6e_PTEPI[PTEPI+-0],CSCUL-CSCUL-00431e_CSCUL[CSCUL+-0])<3>[<4>+-0],((((LRECL-LRECL-00268e_LRECL[LRECL+-0],PTEPI-PTEPI-000f6c_PTEPI[PTEPI+-0])<4>[<3>+-0],LHESP-LHESP-00199d_LHESP[LHESP+-0])<5>[<3>+-1],LRECL-LRECL-003fc1_LRECL[LRECL+-0])<6>[<3>+-1],SMIMO-407821-004ed9_SMIMO[SMIMO+-0])<7>[<3>+-1])<8>[<4>+-1])<9>[<7>+-0]
GT-3718 to MT-0	4	8	12	((SMIMO-407821-0002f9_SMIMO[SMIMO+-0],(PTEPI-PTEPI-0051c1_PTEPI[PTEPI+-0],(LHESP-LHESP-000203_LHESP[LHESP+-0],PTEPI-PTEPI-000918_PTEPI[PTEPI+-0])<1>[<1>+-0])<2>[<1>+-1])<3>[<2>+-0],(CSCUL-CSCUL-001329_CSCUL[CSCUL+-0],(ISCAP-6945-002f35_ISCAP[ISCAP+-0],(MOCCI-34638-003def_MOCCI[MOCCI+-0],(TURTI-32264-0033f2_TURTI[TURTI+-0],TURTI-32264-0010ae_TURTI[TURTI+-0])<4>[TURTI+-1])<5>[<6>+-0])<6>[<6>+-1])<7>[<7>+-0])<8>[<7>+-1]
GT-3719 to MT-0	2	5	7	(ISCAP-6945-003e45_ISCAP[ISCAP+-0],((((SMIMO-407821-0008a9_SMIMO[SMIMO+-0],(LHESP-LHESP-000454_LHESP[LHESP+-0],PTEPI-PTEPI-00503b_PTEPI[PTEPI+-0])<1>[<1>+-0])<2>[<2>+-0],SMIMO-407821-004afc_SMIMO[SMIMO+-0])<3>[<2>+-1],CSCUL-CSCUL-0003b4_CSCUL[CSCUL+-0])<4>[<4>+-0],CSCUL-CSCUL-0003b5_CSCUL[CSCUL+-0])<5>[<4>+-1])<6>[<7>+-0]
GT-3720 to MT-0	6	13	19	(ISCAP-6945-0027f7_ISCAP[ISCAP+-0],(MOCCI-34638-0026d6_MOCCI[MOCCI+-0],(TURTI-32264-002124_TURTI[TURTI+-0],((((PTEPI-PTEPI-004894_PTEPI[PTEPI+-0],PTEPI-PTEPI-0067ad_PTEPI[PTEPI+-0])<1>[PTEPI+-1],PTEPI-PTEPI-0055eb_PTEPI[PTEPI+-0])<2>[PTEPI+-1],CSCUL-CSCUL-003cad_CSCUL[CSCUL+-0])<3>[<4>+-0],(((PTEPI-PTEPI-0046a5_PTEPI[PTEPI+-0],LHESP-LHESP-0009b8_LHESP[LHESP+-0])<4>[<1>+-0],SMIMO-407821-005a15_SMIMO[SMIMO+-0])<5>[<2>+-0],(LHESP-LHESP-0009ba_LHESP[LHESP+-0],PTEPI-PTEPI-0046a4_PTEPI[PTEPI+-0])<6>[<1>+-0])<7>[<2>+-1])<8>[<4>+-1])<9>[<7>+-0])<10>[<7>+-1])<11>[<7>+-1]
GT-3721 to MT-0	2	9	11	(CSCUL-CSCUL-006fe3_CSCUL[CSCUL+-0],(LRECL-LRECL-00023c_LRECL[LRECL+-0],(ISCAP-6945-0035e6_ISCAP[ISCAP+-0],LRECL-LRECL-000932_LRECL[LRECL+-0])<1>[<7>+-0])<2>[<7>+-1])<3>[<7>+-1]
GT-3722 to MT-0	3	12	15	(((LRECL-LRECL-001efd_LRECL[LRECL+-0],(SMIMO-407821-004d26_SMIMO[SMIMO+-0],PTEPI-PTEPI-006331_PTEPI[PTEPI+-0])<1>[<2>+-0])<2>[<3>+-0],CSCUL-CSCUL-0065a5_CSCUL[CSCUL+-0])<3>[<4>+-0],(CSCUL-CSCUL-00627f_CSCUL[CSCUL+-0],(MOCCI-34638-002215_MOCCI[MOCCI+-0],(ISCAP-6945-00082e_ISCAP[ISCAP+-0],(SMIMO-407821-000b0e_SMIMO[SMIMO+-0],PTEPI-PTEPI-003eb4_PTEPI[PTEPI+-0])<4>[<2>+-0])<5>[<7>+-0])<6>[<7>+-1])<7>[<7>+-1])<8>[<7>+-1]
GT-3723 to MT-0	3	9	12	(((PTEPI-PTEPI-000106_PTEPI[PTEPI+-0],SMIMO-407821-005424_SMIMO[SMIMO+-0])<1>[<2>+-0],PTEPI-PTEPI-00152b_PTEPI[PTEPI+-0])<2>[<2>+-1],(ISCAP-6945-00150b_ISCAP[ISCAP+-0],(CSCUL-CSCUL-00657e_CSCUL[CSCUL+-0],CSCUL-CSCUL-007561_CSCUL[CSCUL+-0])<3>[CSCUL+-1])<4>[<7>+-0])<5>[<7>+-1]
GT-3724 to MT-0	4	14	18	((((ISCAP-6945-000e65_ISCAP[ISCAP+-0],(LRECL-LRECL-0012e3_LRECL[LRECL+-0],(PTEPI-PTEPI-0011c9_PTEPI[PTEPI+-0],(PTEPI-PTEPI-0011c2_PTEPI[PTEPI+-0],SMIMO-407821-000196_SMIMO[SMIMO+-0])<1>[<2>+-0])<2>[<2>+-1])<3>[<3>+-0])<4>[<7>+-0],MOCCI-34638-000b8d_MOCCI[MOCCI+-0])<5>[<7>+-1],CSCUL-CSCUL-004eb1_CSCUL[CSCUL+-0])<6>[<7>+-1],(LRECL-LRECL-0028e4_LRECL[LRECL+-0],(SMIMO-407821-004876_SMIMO[SMIMO+-0],PTEPI-PTEPI-003c63_PTEPI[PTEPI+-0])<7>[<2>+-0])<8>[<3>+-0])<9>[<7>+-1]
GT-3725 to MT-0	2	11	13	(LHESP-LHESP-001dd6_LHESP[LHESP+-0],(LRECL-LRECL-002fcc_LRECL[LRECL+-0],(ISCAP-6945-001376_ISCAP[ISCAP+-0],CSCUL-CSCUL-006d65_CSCUL[CSCUL+-0])<1>[<7>+-0])<2>[<7>+-1])<3>[<7>+-1]
GT-3726 to MT-0	8	11	19	(((MOCCI-34638-0027b8_MOCCI[MOCCI+-0],(CSCUL-CSCUL-00301a_CSCUL[CSCUL+-0],((TURTI-32264-000901_TURTI[TURTI+-0],(TURTI-32264-00090a_TURTI[TURTI+-0],TURTI-32264-000907_TURTI[TURTI+-0])<1>[TURTI+-1])<2>[TURTI+-1],TURTI-32264-001561_TURTI[TURTI+-0])<3>[TURTI+-1])<4>[<7>+-0])<5>[<7>+-1],ISCAP-6945-003eb8_ISCAP[ISCAP+-0])<6>[<7>+-1],(CSCUL-CSCUL-004a76_CSCUL[CSCUL+-0],(LRECL-LRECL-002855_LRECL[LRECL+-0],((SMIMO-407821-004556_SMIMO[SMIMO+-0],(SMIMO-407821-000335_SMIMO[SMIMO+-0],(LHESP-LHESP-001320_LHESP[LHESP+-0],PTEPI-PTEPI-004507_PTEPI[PTEPI+-0])<7>[<1>+-0])<8>[<2>+-0])<9>[<2>+-1],LRECL-LRECL-002856_LRECL[LRECL+-0])<10>[<3>+-0])<11>[<3>+-1])<12>[<4>+-0])<13>[<7>+-1]
GT-3727 to MT-0	2	9	11	(TURTI-32264-000bfb_TURTI[TURTI+-0],((LRECL-LRECL-00264f_LRECL[LRECL+-0],CSCUL-CSCUL-0044b1_CSCUL[CSCUL+-0])<1>[<4>+-0],(SMIMO-407821-00576a_SMIMO[SMIMO+-0],ISCAP-6945-00169e_ISCAP[ISCAP+-0])<2>[<7>+-0])<3>[<7>+-1])<4>[<7>+-1]
GT-3728 to MT-0	1	6	7	((CSCUL-CSCUL-0007fe_CSCUL[CSCUL+-0],(TURTI-32264-000cf0_TURTI[TURTI+-0],MOCCI-34638-001247_MOCCI[MOCCI+-0])<1>[<6>+-0])<2>[<7>+-0],(ISCAP-6945-002af5_ISCAP[ISCAP+-0],((PTEPI-PTEPI-000b85_PTEPI[PTEPI+-0],LHESP-LHESP-0004ec_LHESP[LHESP+-0])<3>[<1>+-0],SMIMO-407821-004ac7_SMIMO[SMIMO+-0])<4>[<2>+-0])<5>[<7>+-0])<6>[<7>+-1]
GT-3729 to MT-0	1	4	5	((CSCUL-CSCUL-003790_CSCUL[CSCUL+-0],(LRECL-LRECL-000503_LRECL[LRECL+-0],(SMIMO-407821-0048aa_SMIMO[SMIMO+-0],PTEPI-PTEPI-000955_PTEPI[PTEPI+-0])<1>[<2>+-0])<2>[<3>+-0])<3>[<4>+-0],(ISCAP-6945-0046c2_ISCAP[ISCAP+-0],(TURTI-32264-00325d_TURTI[TURTI+-0],MOCCI-34638-002c50_MOCCI[MOCCI+-0])<4>[<6>+-0])<5>[<6>+-1])<6>[<7>+-0]
GT-3730 to MT-0	6	15	21	((TURTI-32264-003c1d_TURTI[TURTI+-0],((LRECL-LRECL-0015a9_LRECL[LRECL+-0],PTEPI-PTEPI-006202_PTEPI[PTEPI+-0])<1>[<3>+-0],((SMIMO-407821-003d08_SMIMO[SMIMO+-0],(LRECL-LRECL-0008cc_LRECL[LRECL+-0],(PTEPI-PTEPI-001355_PTEPI[PTEPI+-0],SMIMO-407821-00264f_SMIMO[SMIMO+-0])<2>[<2>+-0])<3>[<3>+-0])<4>[<3>+-1],SMIMO-407821-005725_SMIMO[SMIMO+-0])<5>[<3>+-1])<6>[<3>+-1])<7>[<7>+-0],(MOCCI-34638-004875_MOCCI[MOCCI+-0],(TURTI-32264-003387_TURTI[TURTI+-0],((LRECL-LRECL-002e1b_LRECL[LRECL+-0],(PTEPI-PTEPI-00610b_PTEPI[PTEPI+-0],LHESP-LHESP-001c97_LHESP[LHESP+-0])<8>[<1>+-0])<9>[<3>+-0],(CSCUL-CSCUL-000d80_CSCUL[CSCUL+-0],(LRECL-LRECL-0015ab_LRECL[LRECL+-0],((PTEPI-PTEPI-006203_PTEPI[PTEPI+-0],LHESP-LHESP-002fb3_LHESP[LHESP+-0])<10>[<1>+-0],SMIMO-407821-00123e_SMIMO[SMIMO+-0])<11>[<2>+-0])<12>[<3>+-0])<13>[<4>+-0])<14>[<4>+-1])<15>[<7>+-0])<16>[<7>+-1])<17>[<7>+-1]
GT-3731 to MT-0	1	3	4	((ISCAP-6945-001dce_ISCAP[ISCAP+-0],(MOCCI-34638-000631_MOCCI[MOCCI+-0],TURTI-32264-001132_TURTI[TURTI+-0])<1>[<6>+-0])<2>[<6>+-1],(CSCUL-CSCUL-000aff_CSCUL[CSCUL+-0],(LRECL-LRECL-001e4f_LRECL[LRECL+-0],((LHESP-LHESP-002220_LHESP[LHESP+-0],PTEPI-PTEPI-00625e_PTEPI[PTEPI+-0])<3>[<1>+-0],SMIMO-407821-0035f7_SMIMO[SMIMO+-0])<4>[<2>+-0])<5>[<3>+-0])<6>[<4>+-0])<7>[<7>+-0]
GT-3732 to MT-0	1	5	6	((CSCUL-CSCUL-00645f_CSCUL[CSCUL+-0],(MOCCI-34638-002003_MOCCI[MOCCI+-0],ISCAP-6945-0018ed_ISCAP[ISCAP+-0])<1>[<5>+-0])<2>[<7>+-0],((SMIMO-407821-0039cc_SMIMO[SMIMO+-0],(PTEPI-PTEPI-0058d6_PTEPI[PTEPI+-0],LHESP-LHESP-001b00_LHESP[LHESP+-0])<3>[<1>+-0])<4>[<2>+-0],TURTI-32264-001af1_TURTI[TURTI+-0])<5>[<7>+-0])<6>[<7>+-1]
GT-3733 to MT-0	9	14	23	(CSCUL-CSCUL-0056f1_CSCUL[CSCUL+-0],(MOCCI-34638-0006e3_MOCCI[MOCCI+-0],(CSCUL-CSCUL-0056f0_CSCUL[CSCUL+-0],(ISCAP-6945-002bc4_ISCAP[ISCAP+-0],((CSCUL-CSCUL-006069_CSCUL[CSCUL+-0],TURTI-32264-0020ca_TURTI[TURTI+-0])<1>[<7>+-0],(((LHESP-LHESP-001b62_LHESP[LHESP+-0],(PTEPI-PTEPI-0063f0_PTEPI[PTEPI+-0],(PTEPI-PTEPI-005e1b_PTEPI[PTEPI+-0],(PTEPI-PTEPI-005d17_PTEPI[PTEPI+-0],PTEPI-PTEPI-006286_PTEPI[PTEPI+-0])<2>[PTEPI+-1])<3>[PTEPI+-1])<4>[PTEPI+-1])<5>[<1>+-0],(SMIMO-407821-002b4f_SMIMO[SMIMO+-0],SMIMO-407821-005d7d_SMIMO[SMIMO+-0])<6>[SMIMO+-1])<7>[<2>+-0],LRECL-LRECL-004456_LRECL[LRECL+-0])<8>[<3>+-0])<9>[<7>+-1])<10>[<7>+-1])<11>[<7>+-1])<12>[<7>+-1])<13>[<7>+-1]
GT-3734 to MT-0	0	3	3	((ISCAP-6945-003ffd_ISCAP[ISCAP+-0],MOCCI-34638-002c40_MOCCI[MOCCI+-0])<1>[<5>+-0],((PTEPI-PTEPI-0050d3_PTEPI[PTEPI+-0],LHESP-LHESP-002d0f_LHESP[LHESP+-0])<2>[<1>+-0],SMIMO-407821-000ec3_SMIMO[SMIMO+-0])<3>[<2>+-0])<4>[<7>+-0]
GT-3735 to MT-0	0	2	2	(CSCUL-CSCUL-002bb8_CSCUL[CSCUL+-0],(SMIMO-407821-005f2d_SMIMO[SMIMO+-0],LRECL-LRECL-0004ac_LRECL[LRECL+-0])<1>[<3>+-0])<2>[<4>+-0]
GT-3736 to MT-0	5	10	15	((ISCAP-6945-003519_ISCAP[ISCAP+-0],(CSCUL-CSCUL-0024e5_CSCUL[CSCUL+-0],(MOCCI-34638-000df6_MOCCI[MOCCI+-0],TURTI-32264-003ced_TURTI[TURTI+-0])<1>[<6>+-0])<2>[<7>+-0])<3>[<7>+-1],(((SMIMO-407821-001c38_SMIMO[SMIMO+-0],((SMIMO-407821-004401_SMIMO[SMIMO+-0],(PTEPI-PTEPI-005331_PTEPI[PTEPI+-0],LHESP-LHESP-003a55_LHESP[LHESP+-0])<4>[<1>+-0])<5>[<2>+-0],(PTEPI-PTEPI-002307_PTEPI[PTEPI+-0],LHESP-LHESP-003647_LHESP[LHESP+-0])<6>[<1>+-0])<7>[<2>+-1])<8>[<2>+-1],CSCUL-CSCUL-004035_CSCUL[CSCUL+-0])<9>[<4>+-0],CSCUL-CSCUL-004036_CSCUL[CSCUL+-0])<10>[<4>+-1])<11>[<7>+-1]
GT-3737 to MT-0	1	3	4	(ISCAP-6945-0019fb_ISCAP[ISCAP+-0],(CSCUL-CSCUL-002159_CSCUL[CSCUL+-0],CSCUL-CSCUL-00199e_CSCUL[CSCUL+-0])<1>[CSCUL+-1])<2>[<7>+-0]
GT-3738 to MT-0	2	8	10	(CSCUL-CSCUL-004f0a_CSCUL[CSCUL+-0],((TURTI-32264-001f43_TURTI[TURTI+-0],ISCAP-6945-001057_ISCAP[ISCAP+-0])<1>[<6>+-0],((PTEPI-PTEPI-003eae_PTEPI[PTEPI+-0],LHESP-LHESP-000bdc_LHESP[LHESP+-0])<2>[<1>+-0],(SMIMO-407821-005974_SMIMO[SMIMO+-0],CSCUL-CSCUL-004f0b_CSCUL[CSCUL+-0])<3>[<4>+-0])<4>[<4>+-1])<5>[<7>+-0])<6>[<7>+-1]
GT-3739 to MT-0	3	13	16	(TURTI-32264-003fe6_TURTI[TURTI+-0],(MOCCI-34638-002831_MOCCI[MOCCI+-0],(ISCAP-6945-00494f_ISCAP[ISCAP+-0],((CSCUL-CSCUL-0038ad_CSCUL[CSCUL+-0],SMIMO-407821-003145_SMIMO[SMIMO+-0])<1>[<4>+-0],PTEPI-PTEPI-00671a_PTEPI[PTEPI+-0])<2>[<4>+-1])<3>[<7>+-0])<4>[<7>+-1])<5>[<7>+-1]
GT-3741 to MT-0	6	10	16	((MOCCI-34638-00242c_MOCCI[MOCCI+-0],ISCAP-6945-003b5b_ISCAP[ISCAP+-0])<1>[<5>+-0],(CSCUL-CSCUL-002671_CSCUL[CSCUL+-0],((CSCUL-CSCUL-002670_CSCUL[CSCUL+-0],CSCUL-CSCUL-001dbd_CSCUL[CSCUL+-0])<2>[CSCUL+-1],(LRECL-LRECL-002480_LRECL[LRECL+-0],(LRECL-LRECL-001454_LRECL[LRECL+-0],((LHESP-LHESP-002900_LHESP[LHESP+-0],PTEPI-PTEPI-0035db_PTEPI[PTEPI+-0])<3>[<1>+-0],(SMIMO-407821-004af5_SMIMO[SMIMO+-0],(LHESP-LHESP-004009_LHESP[LHESP+-0],LRECL-LRECL-001455_LRECL[LRECL+-0])<4>[<3>+-0])<5>[<3>+-1])<6>[<3>+-1])<7>[<3>+-1])<8>[<3>+-1])<9>[<4>+-0])<10>[<4>+-1])<11>[<7>+-0]
GT-3742 to MT-0	8	15	23	(TURTI-32264-003ffb_TURTI[TURTI+-0],(((MOCCI-34638-003116_MOCCI[MOCCI+-0],ISCAP-6945-003ec8_ISCAP[ISCAP+-0])<1>[<5>+-0],((CSCUL-CSCUL-003d68_CSCUL[CSCUL+-0],(SMIMO-407821-006215_SMIMO[SMIMO+-0],(LHESP-LHESP-002c29_LHESP[LHESP+-0],PTEPI-PTEPI-004126_PTEPI[PTEPI+-0])<2>[<1>+-0])<3>[<2>+-0])<4>[<4>+-0],(CSCUL-CSCUL-0025d5_CSCUL[CSCUL+-0],(SMIMO-407821-002719_SMIMO[SMIMO+-0],(((LRECL-LRECL-003bd9_LRECL[LRECL+-0],PTEPI-PTEPI-004124_PTEPI[PTEPI+-0])<5>[<3>+-0],LRECL-LRECL-00440e_LRECL[LRECL+-0])<6>[<3>+-1],(PTEPI-PTEPI-004125_PTEPI[PTEPI+-0],LHESP-LHESP-001eb5_LHESP[LHESP+-0])<7>[<1>+-0])<8>[<3>+-1])<9>[<3>+-1])<10>[<4>+-0])<11>[<4>+-1])<12>[<7>+-0],(SMIMO-407821-000121_SMIMO[SMIMO+-0],(LHESP-LHESP-000823_LHESP[LHESP+-0],(PTEPI-PTEPI-00443a_PTEPI[PTEPI+-0],(LHESP-LHESP-0013bc_LHESP[LHESP+-0],LHESP-LHESP-000822_LHESP[LHESP+-0])<13>[LHESP+-1])<14>[<1>+-0])<15>[<1>+-1])<16>[<2>+-0])<17>[<7>+-1])<18>[<7>+-1]
GT-3743 to MT-0	2	7	9	((CSCUL-CSCUL-001bb6_CSCUL[CSCUL+-0],(MOCCI-34638-001e4b_MOCCI[MOCCI+-0],ISCAP-6945-0025af_ISCAP[ISCAP+-0])<1>[<5>+-0])<2>[<7>+-0],((CSCUL-CSCUL-001bb5_CSCUL[CSCUL+-0],TURTI-32264-000d68_TURTI[TURTI+-0])<3>[<7>+-0],((LHESP-LHESP-000863_LHESP[LHESP+-0],PTEPI-PTEPI-000ed1_PTEPI[PTEPI+-0])<4>[<1>+-0],SMIMO-407821-005351_SMIMO[SMIMO+-0])<5>[<2>+-0])<6>[<7>+-1])<7>[<7>+-1]
